시군구,차고지명,소재지주소(도로명),소재지주소(지번),면적,주차면수,위도,경도,충전시설,관리부서,관리부서 전화번호,운영기관,운영부서,차고지전화번호,데이터기준일
성남시,사송동 버스공영차고지,경기도 성남시 수정구 사송로 41,경기도 성남시 수정구 사송동 279,68058,481,37.413848,127.116364,가스+전기,대중교통과,031-729-8623,성남도시개발공사,노외주자처 시설팀,031-725-9429,2025-08-19
