year,city,bus_stop_count,bit_count,bit_voice_count,source_url,source_note
2025,성남시,1335,1023,,https://gits.gg.go.kr/gtdb/web/trafficDb/publicTransport/busStop.do,경기도교통정보센터 버스정류소 현황 집계
